Date|Group|Nombre d'attaques
2023-10-13|arvinclub|2
2023-10-13|ransomedvc|1
2023-10-13|noescape|2
2023-10-13|trigona|2
2023-10-13|alphv|2
2023-10-13|blacksuit|2
2023-10-13|knight|4
2023-10-13|ransomed|12
2023-10-12|ransomedvc|2
2023-10-12|incransom|2
2023-10-12|noescape|2
2023-10-12|trigona|2
2023-10-12|moneymessage|2
2023-10-12|medusa|9
2023-10-12|8base|4
2023-10-12|bianlian|1
2023-10-11|alphv|6
2023-10-11|ragnarlocker|4
2023-10-11|noescape|4
2023-10-11|bianlian|6
2023-10-11|dunghill_leak|1
2023-10-11|incransom|4
2023-10-11|blackbasta|7
2023-10-11|everest|2
2023-10-11|play|1
2023-10-10|noescape|5
2023-10-10|play|1
2023-10-10|snatch|2
2023-10-10|lockbit3|2
2023-10-10|knight|4
2023-10-10|cuba|2
2023-10-10|8base|2
2023-10-10|ransomhouse|2
2023-10-09|play|14
2023-10-09|noescape|7
2023-10-09|knight|1
2023-10-09|alphv|10
2023-10-09|lockbit3|10
2023-10-09|qilin|2
2023-10-09|monti|2
2023-10-09|rhysida|2
2023-10-08|lockbit3|4
2023-10-08|knight|1
2023-10-08|arvinclub|2
2023-10-08|ransomedvc|11
2023-10-08|alphv|2
2023-10-08|8base|2
2023-10-07|monti|2
2023-10-07|ransomed|2
2023-10-07|cactus|2
2023-10-07|akira|2
2023-10-07|ransomedvc|2
2023-10-06|lockbit3|16
2023-10-06|ragnarlocker|2
2023-10-06|monti|2
2023-10-06|ransomed|2
2023-10-06|ransomedvc|1
2023-10-06|medusa|2
2023-10-06|noescape|2
2023-10-06|rhysida|2
2023-10-05|lockbit3|2
2023-10-05|bianlian|6
2023-10-05|cactus|4
2023-10-05|ragnarlocker|2
2023-10-05|akira|2
2023-10-05|donutleaks|2
2023-10-05|noescape|2
2023-10-04|lockbit3|2
2023-10-04|qilin|2
2023-10-04|blackbyte|2
2023-10-04|play|12
2023-10-04|alphv|4
2023-10-04|akira|2
2023-10-04|0mega|2
2023-10-04|rhysida|2
2023-10-03|monti|2
2023-10-03|moneymessage|4
2023-10-03|ragnarlocker|2
2023-10-03|medusa|2
2023-10-03|alphv|2
2023-10-03|lockbit3|2
2023-10-03|cuba|2
2023-10-03|8base|4
2023-10-03|knight|2
2023-10-03|mallox|2
2023-10-03|noescape|6
2023-10-03|donutleaks|1
2023-10-02|donutleaks|1
2023-10-02|lorenz|2
2023-10-02|medusalocker|1
2023-10-02|ransomblog_noname|1
2023-10-02|alphv|2
2023-10-02|medusa|5
2023-10-02|bianlian|1
2023-10-02|arvinclub|2
2023-10-02|mallox|2
2023-10-02|rhysida|2
2023-10-01|lockbit3|14
2023-10-01|monti|4
2023-10-01|arvinclub|2
2023-10-01|trigona|6
2023-10-01|alphv|2
2023-09-30|ragnarlocker|4
2023-09-30|alphv|4
2023-09-30|donutleaks|2
2023-09-29|alphv|6
2023-09-29|lockbit3|4
2023-09-29|knight|2
2023-09-29|metaencryptor|1
2023-09-29|akira|2
2023-09-29|8base|5
2023-09-28|alphv|3
2023-09-28|play|20
2023-09-28|lockbit3|6
2023-09-28|incransom|2
2023-09-28|threeam|2
2023-09-28|noescape|2
2023-09-28|8base|2
2023-09-27|akira|4
2023-09-27|cactus|4
2023-09-27|8base|2
2023-09-27|medusa|4
2023-09-26|noescape|6
2023-09-26|dunghill|5
2023-09-26|dunghill_leak|5
2023-09-26|qilin|2
2023-09-26|losttrust|106
2023-09-26|alphv|12
2023-09-26|cactus|4
2023-09-26|rhysida|2
2023-09-26|bianlian|16
2023-09-26|8base|4
2023-09-26|ransomed|14
2023-09-25|alphv|6
2023-09-25|ransomedvc|1
2023-09-25|knight|2
2023-09-25|rhysida|2
2023-09-25|ragnarlocker|2
2023-09-25|8base|6
2023-09-24|alphv|4
2023-09-24|lockbit3|2
2023-09-24|ransomedvc|12
2023-09-24|noescape|2
2023-09-24|stormous|2
2023-09-23|ransomedvc|1
2023-09-23|alphv|2
2023-09-23|stormous|2
2023-09-23|noescape|2
2023-09-23|medusa|4
2023-09-23|bianlian|2
2023-09-23|8base|4
2023-09-23|rhysida|2
2023-09-22|lockbit3|6
2023-09-22|clop|1
2023-09-22|incransom|2
2023-09-22|akira|2
2023-09-22|alphv|14
2023-09-22|ragnarlocker|6
2023-09-22|karakurt|4
2023-09-22|threeam|6
2023-09-22|rhysida|2
2023-09-21|monti|2
2023-09-21|alphv|14
2023-09-21|ragnarlocker|4
2023-09-21|bianlian|8
2023-09-21|cactus|2
2023-09-21|ransomhouse|4
2023-09-20|lockbit3|12
2023-09-20|noescape|4
2023-09-20|medusa|5
2023-09-20|incransom|6
2023-09-20|cactus|4
2023-09-20|trigona|1
2023-09-20|alphv|2
2023-09-19|monti|2
2023-09-19|lockbit3|2
2023-09-19|ragnarlocker|2
2023-09-19|alphv|2
2023-09-19|donutleaks|4
2023-09-19|cactus|2
2023-09-19|knight|2
2023-09-18|snatch|6
2023-09-18|ragnarlocker|2
2023-09-18|play|12
2023-09-18|incransom|4
2023-09-18|akira|4
2023-09-18|blackbyte|2
2023-09-18|everest|2
2023-09-18|trigona|1
2023-09-18|knight|4
2023-09-18|medusa|2
2023-09-18|noescape|3
2023-09-18|8base|2
2023-09-17|ragnarlocker|2
2023-09-17|8base|2
2023-09-16|ciphbit|5
2023-09-16|lockbit3|42
2023-09-16|alphv|2
2023-09-15|cryptbb|16
2023-09-15|ransomedvc|1
2023-09-15|ragnarlocker|2
2023-09-15|alphv|2
2023-09-15|lockbit3|4
2023-09-15|threeam|6
2023-09-15|ciphbit|6
2023-09-15|trigona|2
2023-09-14|threeam|6
2023-09-14|alphv|2
2023-09-14|knight|2
2023-09-14|monti|4
2023-09-14|akira|2
2023-09-14|ciphbit|8
2023-09-14|lockbit3|2
2023-09-14|noescape|4
2023-09-13|stormous|2
2023-09-13|lockbit3|2
2023-09-13|blacksuit|2
2023-09-13|trigona|1
2023-09-13|knight|4
2023-09-13|play|6
2023-09-12|akira|2
2023-09-12|ransomhouse|2
2023-09-12|incransom|2
2023-09-12|knight|4
2023-09-12|alphv|7
2023-09-12|lockbit3|2
2023-09-12|lorenz|4
2023-09-12|qilin|1
2023-09-11|blackbyte|2
2023-09-11|qilin|1
2023-09-11|ragroup|2
2023-09-11|noescape|6
2023-09-11|lockbit3|6
2023-09-11|bianlian|9
2023-09-11|everest|2
2023-09-11|cactus|10
2023-09-11|mallox|1
2023-09-11|alphv|2
2023-09-11|medusa|4
2023-09-11|rhysida|3
2023-09-11|8base|2
2023-09-10|bianlian|2
2023-09-10|mallox|2
2023-09-10|abyss|2
2023-09-10|rhysida|2
2023-09-09|blackbyte|2
2023-09-09|ransomed|4
2023-09-09|rhysida|1
2023-09-09|ransomedvc|4
2023-09-08|abyss|2
2023-09-08|ransomedvc|25
2023-09-08|ransomhouse|2
2023-09-08|lockbit3|7
2023-09-08|8base|2
2023-09-08|cactus|10
2023-09-08|qilin|4
2023-09-08|ransomed|1
2023-09-07|blackbyte|4
2023-09-07|ragroup|2
2023-09-07|stormous|2
2023-09-07|lockbit3|1
2023-09-07|noescape|2
2023-09-07|8base|2
2023-09-07|bianlian|3
2023-09-07|cactus|8
2023-09-06|lockbit3|16
2023-09-06|incransom|4
2023-09-06|blackbyte|2
2023-09-06|ragnarlocker|2
2023-09-06|alphv|2
2023-09-06|knight|2
2023-09-06|dunghill|1
2023-09-06|akira|2
2023-09-06|dunghill_leak|1
2023-09-06|8base|4
2023-09-05|play|12
2023-09-05|noescape|2
2023-09-05|cactus|18
2023-09-05|alphv|6
2023-09-05|lockbit3|4
2023-09-05|trigona|12
2023-09-04|play|2
2023-09-04|ransomed|9
2023-09-04|ragroup|12
2023-09-04|noescape|6
2023-09-04|cactus|4
2023-09-04|lockbit3|2
2023-09-04|medusa|4
2023-09-04|stormous|3
2023-09-04|8base|5
2023-09-03|snatch|2
2023-09-03|ransomed|3
2023-09-03|lockbit3|4
2023-09-03|incransom|2
2023-09-03|moneymessage|5
2023-09-03|rancoz|4
2023-09-03|alphv|4
2023-09-03|rhysida|1
2023-09-02|alphv|6
2023-09-02|lockbit3|20
2023-09-02|ragnarlocker|2
2023-09-02|everest|6
2023-09-02|arvinclub|2
2023-09-02|moneymessage|1
2023-09-02|noescape|4
2023-09-01|lockbit3|11
2023-09-01|bianlian|8
2023-09-01|play|2
2023-09-01|ransomed|1
2023-09-01|rhysida|1
2023-09-01|ragroup|4
2023-08-31|lockbit3|22
2023-08-31|ransomed|3
2023-08-31|clop|46
2023-08-31|karakurt|2
2023-08-31|akira|6
2023-08-31|abyss|2
2023-08-31|stormous|1
2023-08-31|incransom|2
2023-08-31|alphv|8
2023-08-31|8base|2
2023-08-30|lockbit3|43
2023-08-30|ragroup|5
2023-08-30|akira|4
2023-08-30|medusa|5
2023-08-30|alphv|2
2023-08-30|lorenz|2
2023-08-30|8base|4
2023-08-30|noescape|4
2023-08-29|clop|31
2023-08-29|lockbit3|39
2023-08-29|ragroup|4
2023-08-29|alphv|3
2023-08-29|akira|2
2023-08-29|everest|2
2023-08-29|8base|2
2023-08-28|ransomed|1
2023-08-28|rhysida|1
2023-08-28|clop|10
2023-08-28|noescape|4
2023-08-28|cloak|23
2023-08-28|bianlian|4
2023-08-28|akira|10
2023-08-28|alphv|2
2023-08-28|qilin|2
2023-08-28|lockbit3|3
2023-08-27|lockbit3|2
2023-08-27|clop|22
2023-08-27|ransomed|1
2023-08-27|8base|2
2023-08-26|snatch|2
2023-08-26|ransomed|1
2023-08-26|8base|8
2023-08-26|clop|7
2023-08-26|noescape|2
2023-08-25|play|2
2023-08-25|alphv|10
2023-08-25|clop|13
2023-08-25|medusa|6
2023-08-25|8base|9
2023-08-25|rhysida|1
2023-08-25|noescape|2
2023-08-25|lockbit3|2
2023-08-24|clop|10
2023-08-24|akira|2
2023-08-24|alphv|4
2023-08-24|8base|14
2023-08-24|blackbyte|2
2023-08-24|bianlian|6
2023-08-24|rhysida|1
2023-08-24|cloak|24
2023-08-23|lockbit3|9
2023-08-23|alphv|2
2023-08-23|ransomed|3
2023-08-23|stormous|4
2023-08-23|clop|17
2023-08-23|arvinclub|2
2023-08-22|play|2
2023-08-22|lockbit3|4
2023-08-22|alphv|6
2023-08-22|blackbasta|2
2023-08-22|noescape|3
2023-08-21|rhysida|1
2023-08-21|noescape|3
2023-08-21|snatch|4
2023-08-21|lockbit3|2
2023-08-21|alphv|6
2023-08-21|ransomed|2
2023-08-21|clop|15
2023-08-20|lockbit3|9
2023-08-20|clop|7
2023-08-19|medusa|6
2023-08-19|cuba|2
2023-08-19|lockbit3|6
2023-08-19|rhysida|2
2023-08-19|arvinclub|10
2023-08-18|play|16
2023-08-18|clop|19
2023-08-18|lockbit3|6
2023-08-18|noescape|2
2023-08-17|noescape|2
2023-08-17|lockbit3|12
2023-08-17|everest|2
2023-08-17|akira|6
2023-08-17|clop|7
2023-08-17|blackbasta|10
2023-08-17|metaencryptor|11
2023-08-16|metaencryptor|12
2023-08-16|akira|4
2023-08-16|clop|1
2023-08-16|bianlian|2
2023-08-16|alphv|2
2023-08-16|incransom|2
2023-08-16|rhysida|3
2023-08-16|8base|2
2023-08-15|clop|8
2023-08-15|noescape|4
2023-08-15|alphv|4
2023-08-15|medusa|3
2023-08-15|8base|6
2023-08-15|lockbit3|1
2023-08-14|alphv|4
2023-08-14|clop|8
2023-08-14|lockbit3|7
2023-08-14|noescape|4
2023-08-14|everest|2
2023-08-14|medusa|4
2023-08-13|lockbit3|18
2023-08-12|rhysida|1
2023-08-12|bianlian|4
2023-08-12|alphv|2
2023-08-11|akira|2
2023-08-11|incransom|1
2023-08-11|knight|1
2023-08-11|clop|22
2023-08-11|lockbit3|2
2023-08-11|play|3
2023-08-10|play|3
2023-08-10|akira|6
2023-08-10|rhysida|1
2023-08-10|8base|2
2023-08-10|lockbit3|1
2023-08-09|lockbit3|29
2023-08-09|noescape|2
2023-08-09|incransom|1
2023-08-09|akira|2
2023-08-09|arvinclub|1
2023-08-09|rhysida|2
2023-08-09|abyss|2
2023-08-08|ragnarlocker|2
2023-08-08|everest|2
2023-08-08|alphv|2
2023-08-08|medusa|2
2023-08-08|8base|2
2023-08-07|qilin|2
2023-08-07|bianlian|4
2023-08-07|akira|4
2023-08-07|noescape|6
2023-08-07|arvinclub|1
2023-08-07|lockbit3|2
2023-08-06|8base|6
2023-08-06|alphv|4
2023-08-06|arvinclub|1
2023-08-05|alphv|4
2023-08-05|lockbit3|2
2023-08-05|everest|2
2023-08-04|lockbit3|12
2023-08-04|alphv|12
2023-08-04|ragroup|4
2023-08-04|akira|2
2023-08-04|rhysida|1
2023-08-04|arvinclub|1
2023-08-04|nokoyawa|2
2023-08-04|monti|2
2023-08-03|bianlian|5
2023-08-03|arvinclub|5
2023-08-03|nokoyawa|2
2023-08-03|lockbit3|9
2023-08-03|akira|4
2023-08-03|ransomblog_noname|1
2023-08-03|medusalocker|1
2023-08-03|rhysida|1
2023-08-03|8base|4
2023-08-03|alphv|3
2023-08-02|alphv|3
2023-08-02|lockbit3|5
2023-08-02|noescape|2
2023-08-02|akira|4
2023-08-02|monti|2
2023-08-02|karakurt|2
2023-08-02|clop|1
2023-08-02|rhysida|1
2023-08-01|play|16
2023-08-01|mallox|2
2023-08-01|akira|2
2023-08-01|alphv|2
2023-08-01|nokoyawa|2
2023-08-01|8base|4
2023-08-01|lockbit3|4
2023-08-01|noescape|2
2023-08-01|rhysida|1
2023-07-31|everest|2
2023-07-31|lockbit3|10
2023-07-31|ragnarlocker|2
2023-07-31|noescape|4
2023-07-31|cuba|4
2023-07-31|bianlian|4
2023-07-31|medusa|4
2023-07-30|mallox|2
2023-07-30|blackbasta|1
2023-07-30|lockbit3|2
2023-07-30|monti|2
2023-07-30|ragroup|5
2023-07-29|nokoyawa|10
2023-07-29|bianlian|2
2023-07-29|rhysida|1
2023-07-29|alphv|1
2023-07-29|snatch|2
2023-07-28|rhysida|5
2023-07-28|akira|2
2023-07-28|bianlian|6
2023-07-28|karakurt|4
2023-07-27|ransomblog_noname|1
2023-07-27|medusalocker|1
2023-07-27|akira|6
2023-07-27|mallox|2
2023-07-27|lockbit3|1
2023-07-26|lockbit3|1
2023-07-26|alphv|419
2023-07-26|everest|2
2023-07-26|noescape|6
2023-07-26|cyclops|1
2023-07-26|clop|70
2023-07-26|knight|2
2023-07-26|rhysida|3
2023-07-26|8base|4
2023-07-26|dunghill_leak|3
2023-07-26|moneymessage|1
2023-07-25|ragroup|2
2023-07-25|8base|15
2023-07-25|blackbasta|2
2023-07-25|noescape|2
2023-07-25|akira|2
2023-07-25|medusa|2
2023-07-25|lockbit3|2
2023-07-25|rhysida|1
2023-07-25|alphv|2
2023-07-24|blacksuit|2
2023-07-24|play|10
2023-07-24|blackbasta|2
2023-07-24|akira|6
2023-07-24|stormous|2
2023-07-24|lockbit3|2
2023-07-24|bianlian|1
2023-07-24|rhysida|2
2023-07-24|8base|2
2023-07-24|ragroup|2
2023-07-23|mallox|2
2023-07-23|8base|4
2023-07-23|rhysida|1
2023-07-23|donutleaks|2
2023-07-23|lockbit3|2
2023-07-23|cyclops|2
2023-07-23|knight|2
2023-07-23|medusa|4
2023-07-23|alphv|1
2023-07-22|8base|1
2023-07-22|monti|4
2023-07-22|play|2
2023-07-22|rhysida|1
2023-07-22|blackbasta|1
2023-07-21|rhysida|1
2023-07-21|alphv|3
2023-07-21|akira|2
2023-07-21|abyss|2
2023-07-21|cactus|6
2023-07-20|akira|2
2023-07-20|cactus|30
2023-07-20|noescape|2
2023-07-20|nokoyawa|4
2023-07-20|alphv|2
2023-07-20|lockbit3|2
2023-07-20|bianlian|6
2023-07-19|8base|2
2023-07-19|play|12
2023-07-19|bianlian|6
2023-07-19|royal|2
2023-07-19|lockbit3|2
2023-07-19|rhysida|1
2023-07-19|clop|12
2023-07-19|alphv|2
2023-07-18|medusa|6
2023-07-18|alphv|2
2023-07-18|noescape|4
2023-07-18|snatch|8
2023-07-18|lockbit3|16
2023-07-18|abyss|2
2023-07-18|8base|2
2023-07-17|medusalocker|1
2023-07-17|ransomblog_noname|1
2023-07-17|stormous|1
2023-07-17|lockbit3|4
2023-07-17|alphv|1
2023-07-17|abyss|2
2023-07-17|donutleaks|1
2023-07-17|clop|9
2023-07-17|rhysida|4
2023-07-17|8base|2
2023-07-17|bianlian|1
2023-07-17|arvinclub|1
2023-07-16|lockbit3|4
2023-07-16|abyss|4
2023-07-16|alphv|1
2023-07-15|moneymessage|2
2023-07-15|lockbit3|16
2023-07-15|stormous|2
2023-07-15|alphv|1
2023-07-14|stormous|1
2023-07-14|alphv|1
2023-07-14|rhysida|3
2023-07-14|knight|1
2023-07-14|cyclops|1
2023-07-14|clop|14
2023-07-14|noescape|4
2023-07-14|lockbit3|2
2023-07-14|8base|4
2023-07-14|snatch|1
2023-07-13|akira|2
2023-07-13|lockbit3|2
2023-07-13|clop|5
2023-07-13|8base|14
2023-07-13|stormous|3
2023-07-12|stormous|3
2023-07-12|lockbit3|2
2023-07-12|clop|10
2023-07-12|arvinclub|1
2023-07-12|bianlian|9
2023-07-12|noescape|3
2023-07-12|alphv|6
2023-07-12|akira|2
2023-07-12|qilin|2
2023-07-11|noescape|1
2023-07-11|clop|10
2023-07-11|stormous|12
2023-07-11|bianlian|2
2023-07-11|akira|2
2023-07-11|qilin|2
2023-07-11|lockbit3|2
2023-07-11|8base|15
2023-07-11|cuba|2
2023-07-11|ransomhouse|1
2023-07-10|ransomhouse|1
2023-07-10|clop|10
2023-07-10|akira|4
2023-07-10|ragnarlocker|2
2023-07-10|rhysida|5
2023-07-10|lockbit3|2
2023-07-09|mallox|2
2023-07-09|lockbit3|2
2023-07-09|bianlian|5
2023-07-09|donutleaks|16
2023-07-09|8base|2
2023-07-09|knight|3
2023-07-09|noescape|3
2023-07-08|medusa|2
2023-07-08|mallox|1
2023-07-07|play|10
2023-07-07|8base|4
2023-07-07|rancoz|2
2023-07-07|clop|12
2023-07-07|rhysida|1
2023-07-06|clop|8
2023-07-06|play|15
2023-07-06|bianlian|6
2023-07-06|lockbit3|10
2023-07-06|akira|2
2023-07-06|alphv|1
2023-07-06|qilin|2
2023-07-06|8base|2
2023-07-05|clop|11
2023-07-05|blacksuit|2
2023-07-05|blackbyte|2
2023-07-05|ragnarlocker|2
2023-07-05|lockbit3|8
2023-07-05|akira|2
2023-07-04|ransomblog_noname|1
2023-07-04|medusalocker|1
2023-07-04|medusa|3
2023-07-04|8base|2
2023-07-03|bianlian|2
2023-07-03|karakurt|2
2023-07-03|lockbit3|4
2023-07-03|alphv|2
2023-07-03|rhysida|3
2023-07-03|medusa|4
2023-07-03|blackbyte|2
2023-07-02|lockbit3|2
2023-07-02|medusalocker|1
2023-07-02|ransomblog_noname|1
2023-07-01|cyclops|3
2023-07-01|mallox|2
2023-07-01|blackbasta|2
2023-07-01|ransomexx|2
2023-07-01|bianlian|6
2023-06-30|clop|12
2023-06-30|alphv|1
2023-06-29|lockbit3|4
2023-06-29|rhysida|3
2023-06-29|akira|6
2023-06-29|clop|14
2023-06-28|rhysida|2
2023-06-28|8base|6
2023-06-28|lockbit3|2
2023-06-28|karakurt|4
2023-06-28|akira|4
2023-06-28|ragroup|1
2023-06-28|alphv|1
2023-06-28|bianlian|8
2023-06-28|mallox|2
2023-06-28|blackbasta|6
2023-06-28|play|8
2023-06-27|rhysida|4
2023-06-27|alphv|1
2023-06-27|mallox|2
2023-06-26|clop|5
2023-06-26|alphv|1
2023-06-26|noescape|3
2023-06-26|akira|6
2023-06-26|karakurt|2
2023-06-26|rhysida|2
2023-06-26|everest|1
2023-06-26|bianlian|2
2023-06-26|8base|10
2023-06-25|medusa|5
2023-06-24|ransomexx|2
2023-06-24|akira|1
2023-06-24|mallox|2
2023-06-24|ransomblog_noname|2
2023-06-24|medusalocker|4
2023-06-23|clop|6
2023-06-23|bianlian|6
2023-06-23|noescape|1
2023-06-23|akira|6
2023-06-23|blackbasta|2
2023-06-22|play|2
2023-06-22|qilin|2
2023-06-22|akira|6
2023-06-22|alphv|2
2023-06-21|rhysida|2
2023-06-21|8base|4
2023-06-21|alphv|5
2023-06-21|akira|6
2023-06-21|play|24
2023-06-21|karakurt|2
2023-06-21|snatch|2
2023-06-21|ragroup|4
2023-06-21|bianlian|6
2023-06-20|mallox|2
2023-06-20|vicesociety|2
2023-06-20|alphv|2
2023-06-20|rhysida|2
2023-06-20|medusa|2
2023-06-20|noescape|3
2023-06-20|blackbasta|2
2023-06-20|lockbit3|6
2023-06-20|8base|4
2023-06-20|clop|6
2023-06-20|snatch|2
2023-06-19|alphv|2
2023-06-19|lockbit3|4
2023-06-19|clop|5
2023-06-19|8base|16
2023-06-19|qilin|2
2023-06-19|medusa|2
2023-06-19|rhysida|1
2023-06-18|rhysida|4
2023-06-18|mallox|2
2023-06-18|alphv|1
2023-06-17|lockbit3|2
2023-06-17|alphv|3
2023-06-17|rhysida|8
2023-06-17|darkrace|9
2023-06-17|ragroup|2
2023-06-16|clop|13
2023-06-16|lockbit3|2
2023-06-16|blackbyte|4
2023-06-15|ransomhouse|4
2023-06-15|alphv|3
2023-06-15|clop|14
2023-06-15|qilin|8
2023-06-15|8base|16
2023-06-15|rhysida|1
2023-06-15|lockbit3|4
2023-06-15|medusa|2
2023-06-14|blackbyte|8
2023-06-14|blacksuit|2
2023-06-14|rancoz|2
2023-06-14|qilin|2
2023-06-14|clop|12
2023-06-14|ransomhouse|2
2023-06-14|ransomblog_noname|2
2023-06-14|blackbasta|2
2023-06-14|alphv|1
2023-06-14|medusalocker|1
2023-06-14|lockbit3|6
2023-06-14|noescape|1
2023-06-14|snatch|9
2023-06-13|snatch|5
2023-06-13|vicesociety|2
2023-06-13|bianlian|4
2023-06-13|8base|2
2023-06-13|lockbit3|8
2023-06-13|alphv|1
2023-06-12|alphv|3
2023-06-12|lockbit3|4
2023-06-12|snatch|2
2023-06-12|noescape|2
2023-06-12|blacksuit|3
2023-06-12|blackbasta|4
2023-06-12|medusa|1
2023-06-12|rhysida|2
2023-06-12|8base|2
2023-06-11|8base|18
2023-06-11|royal|2
2023-06-11|medusa|4
2023-06-10|clop|4
2023-06-10|blackbasta|1
