Date|Group|Nombre d'attaques
2022-12-15|alphv|2
2022-12-15|lockbit3|2
2022-12-14|hive|2
2022-12-14|hiveleak|2
2022-12-14|blackbasta|1
2022-12-14|alphv|1
2022-12-14|mallox|2
2022-12-14|play|3
2022-12-13|karakurt|2
2022-12-13|blackbasta|2
2022-12-13|ragnarlocker|2
2022-12-13|royal|1
2022-12-13|alphv|3
2022-12-13|play|4
2022-12-12|bianlian|6
2022-12-12|lockbit3|20
2022-12-12|cuba|2
2022-12-12|play|1
2022-12-11|play|14
2022-12-11|bianlian|11
2022-12-11|ransomexx|2
2022-12-11|karakurt|74
2022-12-11|dataleak|6
2022-12-10|hiveleak|1
2022-12-10|hive|1
2022-12-10|alphv|2
2022-12-10|lockbit3|6
2022-12-09|nokoyawa|1
2022-12-09|lockbit3|4
2022-12-09|clop|1
2022-12-09|blackbasta|20
2022-12-09|quantum|12
2022-12-09|play|2
2022-12-08|vicesociety|2
2022-12-08|alphv|1
2022-12-08|play|1
2022-12-07|lorenz|2
2022-12-07|monti|1
2022-12-07|royal|1
2022-12-07|alphv|1
2022-12-07|play|6
2022-12-06|vicesociety|2
2022-12-06|blackbasta|2
2022-12-06|lockbit3|6
2022-12-06|play|1
2022-12-06|hive|1
2022-12-06|hiveleak|1
2022-12-06|alphv|3
2022-12-05|ransomhouse|10
2022-12-05|lockbit3|7
2022-12-05|vicesociety|2
2022-12-05|bianlian|20
2022-12-05|alphv|2
2022-12-05|play|1
2022-12-04|lockbit3|5
2022-12-04|royal|2
2022-12-04|alphv|5
2022-12-03|royal|2
2022-12-02|royal|4
2022-12-02|lockbit3|16
2022-12-02|dataleak|6
2022-12-01|blackbasta|2
2022-12-01|cuba|6
2022-12-01|lorenz|1
2022-11-30|lorenz|1
2022-11-30|cuba|2
2022-11-30|alphv|1
2022-11-29|vicesociety|2
2022-11-29|lockbit3|2
2022-11-29|alphv|1
2022-11-29|royal|3
2022-11-29|play|1
2022-11-28|revil|4
2022-11-28|royal|3
2022-11-28|play|3
2022-11-28|lockbit3|2
2022-11-28|alphv|1
2022-11-28|vicesociety|2
2022-11-28|snatch|1
2022-11-27|snatch|1
2022-11-27|bianlian|12
2022-11-27|lv|2
2022-11-26|play|7
2022-11-26|royal|2
2022-11-25|hive|1
2022-11-25|ragnarlocker|2
2022-11-25|blackbasta|2
2022-11-25|hiveleak|1
2022-11-24|bianlian|16
2022-11-24|alphv|1
2022-11-24|royal|2
2022-11-24|vicesociety|2
2022-11-24|cuba|2
2022-11-24|daixin|2
2022-11-23|hive|1
2022-11-23|everest|2
2022-11-23|hiveleak|1
2022-11-22|blackbyte|2
2022-11-22|ransomhouse|1
2022-11-22|ragnarlocker|2
2022-11-22|lockbit3|4
2022-11-21|everest|2
2022-11-21|onyx|28
2022-11-21|qilin|5
2022-11-20|snatch|4
2022-11-20|alphv|1
2022-11-20|lockbit3|2
2022-11-20|royal|2
2022-11-19|daixin|2
2022-11-19|lockbit3|2
2022-11-19|lv|2
2022-11-18|royal|4
2022-11-18|alphv|1
2022-11-17|vicesociety|2
2022-11-17|alphv|1
2022-11-17|blackbasta|2
2022-11-17|royal|2
2022-11-16|everest|2
2022-11-16|ragnarlocker|2
2022-11-16|blackbasta|2
2022-11-15|royal|6
2022-11-15|hive|2
2022-11-15|hiveleak|2
2022-11-15|lockbit3|10
2022-11-15|medusalocker|20
2022-11-15|memedusalockerdusa|1
2022-11-15|ransomblog_noname|21
2022-11-14|lockbit3|2
2022-11-14|vicesociety|2
2022-11-14|lv|2
2022-11-14|lorenz|4
2022-11-13|snatch|4
2022-11-13|blackbasta|2
2022-11-13|quantum|2
2022-11-13|alphv|1
2022-11-12|revil|1
2022-11-12|alphv|1
2022-11-12|projectrelic|5
2022-11-11|royal|4
2022-11-11|lv|2
2022-11-11|projectrelic|4
2022-11-11|alphv|2
2022-11-11|lockbit3|2
2022-11-11|everest|2
2022-11-10|vicesociety|2
2022-11-10|lorenz|2
2022-11-10|hive|1
2022-11-10|hiveleak|1
2022-11-10|alphv|1
2022-11-09|lockbit3|16
2022-11-09|vicesociety|2
2022-11-09|royal|6
2022-11-09|lv|2
2022-11-09|cuba|2
2022-11-08|royal|4
2022-11-08|alphv|1
2022-11-08|hive|1
2022-11-08|hiveleak|1
2022-11-08|lockbit3|4
2022-11-07|blackbasta|4
2022-11-07|hive|3
2022-11-07|hiveleak|3
2022-11-07|royal|6
2022-11-07|blackbyte|2
2022-11-07|alphv|1
2022-11-07|lockbit3|2
2022-11-07|revil|1
2022-11-06|vicesociety|2
2022-11-06|lockbit3|6
2022-11-06|alphv|1
2022-11-05|lockbit3|4
2022-11-05|royal|2
2022-11-05|blackbasta|2
2022-11-05|blackbyte|4
2022-11-04|royal|40
2022-11-04|mallox|8
2022-11-04|cuba|74
2022-11-04|bianlian|1
2022-11-03|lockbit3|5
2022-11-03|hive|1
2022-11-03|hiveleak|1
2022-11-03|lv|2
2022-11-03|blackbasta|1
2022-11-03|vicesociety|1
2022-11-02|vicesociety|1
2022-11-02|lv|20
2022-11-02|lockbit3|1
2022-11-02|blackbasta|1
2022-11-02|quantum|2
2022-11-01|snatch|2
2022-11-01|vicesociety|4
2022-11-01|lockbit3|2
2022-11-01|quantum|2
2022-11-01|shaoleaks|4
2022-11-01|bianlian|1
2022-10-31|blackbasta|6
2022-10-31|shaoleaks|4
2022-10-31|lockbit3|15
2022-10-30|lockbit3|24
2022-10-30|snatch|2
2022-10-29|lockbit3|5
2022-10-29|alphv|2
2022-10-29|blackbyte|2
2022-10-29|vicesociety|2
2022-10-28|vicesociety|2
2022-10-28|alphv|1
2022-10-28|everest|2
2022-10-27|ragnarlocker|2
2022-10-27|lockbit3|4
2022-10-27|alphv|4
2022-10-27|lorenz|2
2022-10-27|everest|2
2022-10-26|blackbyte|4
2022-10-26|blackbasta|4
2022-10-26|ragnarlocker|1
2022-10-25|lockbit3|2
2022-10-25|everest|2
2022-10-25|ransomhouse|1
2022-10-25|hiveleak|1
2022-10-24|hive|1
2022-10-24|lockbit3|2
2022-10-24|snatch|1
2022-10-23|snatch|1
2022-10-23|clop|2
2022-10-23|blackbasta|7
2022-10-23|vicesociety|16
2022-10-23|quantum|1
2022-10-23|everest|2
2022-10-22|alphv|1
2022-10-21|blackbyte|2
2022-10-21|everest|1
2022-10-21|blackbasta|1
2022-10-20|quantum|1
2022-10-20|blackbyte|2
2022-10-20|blackbasta|4
2022-10-20|everest|1
2022-10-20|alphv|1
2022-10-19|blackbasta|4
2022-10-19|clop|1
2022-10-19|snatch|1
2022-10-19|quantum|1
2022-10-19|ransomexx|1
2022-10-19|ragnarlocker|2
2022-10-19|lorenz|1
2022-10-18|ragnarlocker|2
2022-10-18|snatch|1
2022-10-18|lorenz|1
2022-10-18|everest|6
2022-10-18|quantum|1
2022-10-18|ransomexx|1
2022-10-18|blackbasta|1
2022-10-17|blackbasta|1
2022-10-17|lockbit3|2
2022-10-16|lockbit3|6
2022-10-15|lockbit3|14
2022-10-15|everest|2
2022-10-15|alphv|1
2022-10-14|lockbit3|9
2022-10-14|everest|2
2022-10-14|alphv|2
2022-10-13|everest|2
2022-10-13|lockbit3|2
2022-10-13|ragnarlocker|2
2022-10-12|everest|2
2022-10-12|lockbit3|8
2022-10-12|blackbasta|12
2022-10-12|ransomhouse|7
2022-10-11|everest|2
2022-10-11|ragnarlocker|1
2022-10-11|ransomexx|2
2022-10-11|alphv|1
2022-10-11|lockbit3|1
2022-10-11|blackbasta|1
2022-10-10|ragnarlocker|3
2022-10-10|lockbit3|7
2022-10-10|everest|4
2022-10-10|blackbasta|1
2022-10-09|lockbit3|10
2022-10-09|hive|1
2022-10-09|hiveleak|1
2022-10-08|alphv|3
2022-10-08|qilin|7
2022-10-07|everest|4
2022-10-07|alphv|4
2022-10-06|blackbasta|3
2022-10-06|everest|4
2022-10-06|bianlian|6
2022-10-06|lockbit3|1
2022-10-05|snatch|8
2022-10-05|lockbit3|1
2022-10-05|blackbasta|1
2022-10-05|ragnarlocker|2
2022-10-05|bianlian|6
2022-10-04|bianlian|16
2022-10-04|blackbasta|4
2022-10-03|ragnarlocker|4
2022-10-02|ransomexx|2
2022-10-02|alphv|5
2022-10-02|bianlian|1
2022-10-01|blackbyte|4
2022-10-01|everest|2
2022-10-01|bianlian|1
2022-10-01|ransomexx|2
2022-10-01|donutleaks|1
2022-10-01|lockbit3|4
2022-09-30|blackbasta|2
2022-09-30|hive|1
2022-09-30|vicesociety|2
2022-09-30|lockbit3|6
2022-09-30|hiveleak|1
2022-09-29|everest|2
2022-09-29|blackbasta|2
2022-09-29|lockbit3|2
2022-09-29|alphv|2
2022-09-28|donutleaks|3
2022-09-28|lockbit3|3
2022-09-27|blackbasta|6
2022-09-27|hiveleak|2
2022-09-27|hive|3
2022-09-27|lockbit3|5
2022-09-27|onyx|2
2022-09-27|cuba|2
2022-09-26|hive|3
2022-09-26|blackbasta|2
2022-09-26|lockbit3|4
2022-09-26|hiveleak|4
2022-09-26|vicesociety|2
2022-09-26|everest|1
2022-09-25|lockbit3|6
2022-09-25|everest|1
2022-09-25|blackbasta|2
2022-09-25|alphv|1
2022-09-24|alphv|3
2022-09-23|lockbit3|2
2022-09-23|blackbasta|2
2022-09-22|vicesociety|2
2022-09-22|lockbit3|10
2022-09-22|sparta|2
2022-09-22|redalert|1
2022-09-21|redalert|1
2022-09-21|hiveleak|1
2022-09-21|everest|2
2022-09-21|hive|1
2022-09-21|lockbit3|8
2022-09-21|blackbasta|5
2022-09-20|blackbasta|1
2022-09-20|vicesociety|2
2022-09-20|hive|1
2022-09-20|hiveleak|1
2022-09-20|lockbit3|2
2022-09-20|pysa|1
2022-09-19|ragnarlocker|3
2022-09-19|lockbit3|12
2022-09-19|alphv|1
2022-09-19|everest|2
2022-09-19|hive|1
2022-09-19|hiveleak|1
2022-09-19|blackbasta|2
2022-09-19|blackbyte|4
2022-09-17|alphv|1
2022-09-17|lockbit3|2
2022-09-16|lorenz|2
2022-09-16|lockbit3|10
2022-09-15|lockbit3|8
2022-09-15|alphv|1
2022-09-15|hive|2
2022-09-15|hiveleak|2
2022-09-15|0mega|2
2022-09-15|everest|2
2022-09-14|lockbit3|70
2022-09-14|alphv|8
2022-09-14|sparta|6
2022-09-14|cheers|2
2022-09-13|bianlian|2
2022-09-13|sparta|24
2022-09-13|redalert|2
2022-09-13|lockbit3|4
2022-09-13|daixin|2
2022-09-12|lockbit3|8
2022-09-12|ragnarlocker|2
2022-09-11|lockbit3|6
2022-09-11|blackbyte|4
2022-09-09|lockbit3|14
2022-09-08|blackbasta|2
2022-09-07|blackbasta|6
2022-09-07|lockbit3|8
2022-09-07|ragnarlocker|2
2022-09-06|hive|1
2022-09-06|hiveleak|1
2022-09-06|lockbit3|4
2022-09-05|lockbit3|18
2022-09-05|blackbasta|6
2022-09-05|blackbyte|2
2022-09-04|blackbasta|4
2022-09-04|vicesociety|2
2022-09-04|lockbit3|4
2022-09-03|bianlian|4
2022-09-03|ransomexx|2
2022-09-02|ragnarlocker|2
2022-09-02|lockbit3|2
2022-09-02|hive|1
2022-09-02|hiveleak|1
2022-09-02|quantum|2
2022-09-01|vicesociety|2
2022-09-01|cheers|2
2022-09-01|quantum|2
2022-09-01|donutleaks|2
2022-09-01|blackbyte|2
2022-09-01|revil|2
2022-09-01|lockbit3|6
2022-08-31|ragnarlocker|4
2022-08-31|hive|1
2022-08-31|hiveleak|1
2022-08-31|lockbit3|2
2022-08-30|bianlian|14
2022-08-30|everest|2
2022-08-30|cuba|2
2022-08-29|alphv|3
2022-08-29|bianlian|10
2022-08-29|lockbit3|2
2022-08-28|lockbit3|10
2022-08-28|blackbyte|4
2022-08-26|lockbit3|34
2022-08-25|vicesociety|4
2022-08-25|hive|1
2022-08-25|hiveleak|1
2022-08-25|lv|2
2022-08-25|lockbit3|2
2022-08-24|hive|1
2022-08-24|hiveleak|1
2022-08-24|donutleaks|10
2022-08-24|ransomexx|2
2022-08-24|everest|2
2022-08-24|blackbyte|2
2022-08-23|lockbit3|14
2022-08-23|lorenz|2
2022-08-23|blackbyte|2
2022-08-23|ransomexx|2
2022-08-23|ragnarlocker|4
2022-08-23|quantum|2
2022-08-22|lorenz|2
2022-08-22|lockbit3|2
2022-08-21|clop|1
2022-08-21|vicesociety|4
2022-08-20|icefire|22
2022-08-19|ragnarlocker|2
2022-08-19|hive|1
2022-08-19|hiveleak|1
2022-08-19|vicesociety|2
2022-08-19|quantum|2
2022-08-18|vicesociety|4
2022-08-18|lockbit3|8
2022-08-18|cheers|2
2022-08-18|hive|1
2022-08-18|hiveleak|1
2022-08-18|ragnarlocker|2
2022-08-17|snatch|2
2022-08-17|alphv|1
2022-08-17|blackbyte|2
2022-08-16|lockbit3|8
2022-08-16|vicesociety|2
2022-08-15|lv|2
2022-08-14|hive|1
2022-08-14|hiveleak|1
2022-08-13|lv|2
2022-08-13|lockbit3|12
2022-08-13|alphv|1
2022-08-10|lockbit3|4
2022-08-10|yanluowang|2
2022-08-09|ransomhouse|2
2022-08-09|lockbit3|4
2022-08-09|lv|2
2022-08-09|daixin|2
2022-08-09|cheers|4
2022-08-08|quantum|2
2022-08-08|alphv|1
2022-08-07|lockbit3|4
2022-08-06|lockbit3|10
2022-08-06|blackbasta|36
2022-08-05|onyx|2
2022-08-04|alphv|1
2022-08-04|lv|6
2022-08-04|quantum|4
2022-08-04|hive|1
2022-08-04|hiveleak|1
2022-08-03|alphv|1
2022-08-03|daixin|4
2022-08-02|revil|2
2022-08-02|lockbit3|8
2022-08-02|alphv|1
2022-08-02|ragnarlocker|2
2022-08-01|lockbit3|6
2022-08-01|onyx|2
2022-07-31|lv|2
2022-07-31|lockbit3|6
2022-07-29|alphv|1
2022-07-29|lockbit3|2
2022-07-29|lv|2
2022-07-29|lorenz|2
2022-07-28|lockbit3|6
2022-07-28|alphv|3
2022-07-28|redalert|2
2022-07-27|lockbit3|4
2022-07-27|hive|2
2022-07-27|hiveleak|2
2022-07-27|lv|2
2022-07-26|lockbit3|6
2022-07-26|onyx|8
2022-07-26|hive|1
2022-07-26|hiveleak|1
2022-07-26|everest|2
2022-07-25|lv|6
2022-07-25|clop|2
2022-07-25|lockbit3|10
2022-07-25|revil|2
2022-07-24|alphv|1
2022-07-24|lockbit3|4
2022-07-23|alphv|2
2022-07-23|lockbit3|2
2022-07-22|lockbit3|16
2022-07-21|everest|2
2022-07-21|vicesociety|2
2022-07-21|alphv|1
2022-07-21|lockbit3|6
2022-07-21|cuba|2
2022-07-20|vicesociety|2
2022-07-20|lockbit3|10
2022-07-20|redalert|2
2022-07-20|hive|1
2022-07-20|hiveleak|1
2022-07-20|blackbasta|4
2022-07-20|everest|2
2022-07-19|vicesociety|4
2022-07-19|cheers|2
2022-07-19|ragnarlocker|2
2022-07-19|bianlian|2
2022-07-19|lockbit3|16
2022-07-19|quantum|4
2022-07-18|quantum|2
2022-07-18|everest|2
2022-07-18|lockbit3|6
2022-07-18|cheers|4
2022-07-18|blackbasta|6
2022-07-17|lockbit3|2
2022-07-16|bianlian|6
2022-07-16|hive|1
2022-07-16|hiveleak|1
2022-07-15|redalert|2
2022-07-14|bianlian|10
2022-07-14|alphv|2
2022-07-14|lockbit3|10
2022-07-14|hive|4
2022-07-14|hiveleak|4
2022-07-14|quantum|2
2022-07-14|redalert|2
2022-07-14|0mega|2
2022-07-13|lorenz|6
2022-07-13|hive|7
2022-07-13|hiveleak|7
2022-07-13|ragnarlocker|2
2022-07-13|alphv|1
2022-07-12|alphv|1
2022-07-12|quantum|2
2022-07-11|ransomhouse|2
2022-07-11|lorenz|2
2022-07-11|everest|2
2022-07-11|blackbyte|2
2022-07-11|alphv|3
2022-07-09|lockbit3|2
2022-07-08|lockbit3|2
2022-07-07|blackbasta|4
2022-07-07|lockbit3|4
2022-07-07|cuba|2
2022-07-06|blackbasta|30
2022-07-06|blackbyte|4
2022-07-06|alphv|3
2022-07-06|lockbit3|4
2022-07-05|everest|2
2022-07-05|lorenz|2
2022-07-04|vicesociety|2
2022-07-04|hive|11
2022-07-04|hiveleak|11
2022-07-04|alphv|1
2022-07-03|blackbasta|4
2022-07-03|hive|1
2022-07-03|hiveleak|1
2022-07-02|lockbit3|12
2022-07-02|yanluowang|10
2022-07-02|hive|1
2022-07-02|hiveleak|1
2022-07-01|lockbit3|2
2022-07-01|alphv|2
2022-07-01|everest|2
2022-07-01|cheers|2
2022-06-30|snatch|2
2022-06-30|cheers|2
2022-06-30|lockbit3|2
2022-06-30|quantum|2
2022-06-29|snatch|2
2022-06-29|quantum|2
2022-06-29|blackbasta|2
2022-06-29|lockbit3|4
2022-06-28|cheers|2
2022-06-28|hive|2
2022-06-28|hiveleak|2
2022-06-28|lockbit2|2
2022-06-27|vicesociety|2
2022-06-27|lorenz|2
2022-06-27|cuba|2
2022-06-26|vicesociety|2
2022-06-26|blackbyte|2
2022-06-26|blackbasta|2
2022-06-26|lockbit2|2
2022-06-24|ragnarlocker|2
2022-06-23|ragnarlocker|2
2022-06-23|alphv|1
2022-06-23|hive|2
2022-06-23|hiveleak|2
2022-06-23|everest|2
2022-06-22|alphv|3
2022-06-22|lv|2
2022-06-22|vicesociety|4
2022-06-21|blackbasta|10
2022-06-21|lockbit2|10
2022-06-21|vicesociety|2
2022-06-20|lockbit2|14
2022-06-19|lockbit2|2
2022-06-18|lockbit2|6
2022-06-18|suncrypt|2
2022-06-17|lockbit2|8
2022-06-16|quantum|2
2022-06-16|lockbit2|4
2022-06-15|vicesociety|4
2022-06-15|lv|2
2022-06-15|alphv|1
2022-06-15|lockbit2|2
2022-06-15|blackbasta|2
2022-06-14|lockbit2|10
2022-06-14|quantum|8
2022-06-14|alphv|3
2022-06-14|ransomhouse|2
2022-06-14|everest|2
2022-06-14|lv|4
2022-06-14|blackbasta|2
2022-06-13|vicesociety|2
2022-06-13|cuba|2
2022-06-13|lockbit2|2
2022-06-12|blackbyte|2
2022-06-12|blackbasta|2
2022-06-12|lockbit2|4
2022-06-11|alphv|1
2022-06-11|lockbit2|2
2022-06-11|everest|2
2022-06-10|alphv|1
2022-06-10|blackbasta|4
2022-06-10|lockbit2|4
2022-06-09|lockbit2|4
2022-06-09|lv|2
2022-06-09|vicesociety|2
2022-06-08|hive|1
2022-06-08|hiveleak|1
2022-06-08|blackbasta|2
2022-06-07|blackbasta|2
2022-06-07|conti|2
2022-06-07|lockbit2|6
2022-06-06|everest|2
2022-06-06|lockbit2|14
2022-06-05|lockbit2|4
2022-06-04|lockbit2|14
2022-06-04|lv|2
2022-06-04|suncrypt|2
2022-06-04|ragnarlocker|2
2022-06-03|lockbit2|2
2022-06-02|vicesociety|6
2022-06-02|alphv|2
2022-06-02|lockbit2|10
2022-06-01|lv|4
2022-06-01|lockbit2|2
2022-06-01|ragnarlocker|2
2022-06-01|blackbasta|4
2022-06-01|alphv|1
2022-05-31|blackbasta|2
2022-05-31|lorenz|2
2022-05-31|alphv|2
2022-05-30|hive|2
2022-05-30|hiveleak|2
2022-05-30|alphv|2
2022-05-30|lockbit2|8
2022-05-29|lockbit2|8
2022-05-29|blackbasta|2
2022-05-29|cheers|8
2022-05-28|hive|2
2022-05-28|hiveleak|2
2022-05-28|blackbasta|2
2022-05-27|clop|7
2022-05-27|quantum|2
2022-05-27|lockbit2|4
2022-05-27|alphv|1
2022-05-26|lockbit2|4
2022-05-26|everest|2
2022-05-26|lorenz|2
2022-05-26|hive|3
2022-05-26|hiveleak|3
2022-05-25|hive|4
2022-05-25|hiveleak|4
2022-05-25|darkleakmarket|2
2022-05-25|blackbasta|2
2022-05-25|conti|4
2022-05-25|lockbit2|2
2022-05-24|kelvinsecurity|4
2022-05-24|conti|6
2022-05-24|lockbit2|16
2022-05-24|blackbasta|2
2022-05-24|hive|1
2022-05-24|hiveleak|1
2022-05-24|alphv|1
2022-05-23|clop|1
2022-05-23|ragnarlocker|2
2022-05-23|quantum|6
2022-05-23|conti|18
2022-05-23|lockbit2|4
2022-05-22|alphv|1
2022-05-22|lockbit2|4
2022-05-22|snatch|2
2022-05-22|blackbasta|2
2022-05-21|lockbit2|2
2022-05-21|blackbyte|4
2022-05-20|lockbit2|12
2022-05-20|hive|1
2022-05-20|hiveleak|1
2022-05-20|vicesociety|2
2022-05-19|hive|3
2022-05-19|hiveleak|3
2022-05-19|lockbit2|12
2022-05-19|lorenz|2
2022-05-19|blackbasta|2
2022-05-19|alphv|1
2022-05-19|vicesociety|6
2022-05-19|lv|2
2022-05-18|lockbit2|6
2022-05-18|darkleakmarket|2
2022-05-18|alphv|1
2022-05-17|lockbit2|12
2022-05-17|quantum|6
2022-05-17|conti|2
2022-05-17|cuba|2
2022-05-16|lorenz|4
2022-05-16|blackbasta|2
2022-05-16|lockbit2|22
2022-05-16|cuba|2
2022-05-15|lockbit2|4
2022-05-14|lockbit2|6
2022-05-14|conti|2
2022-05-13|lockbit2|18
2022-05-13|clop|1
2022-05-13|kelvinsecurity|2
2022-05-13|alphv|1
2022-05-12|lockbit2|2
2022-05-12|conti|2
2022-05-12|revil|2
2022-05-12|blackbyte|6
2022-05-11|alphv|2
2022-05-11|lockbit2|2
2022-05-11|ragnarlocker|2
2022-05-11|vicesociety|6
2022-05-10|blackbasta|2
2022-05-10|lockbit2|8
2022-05-09|blackbasta|6
2022-05-09|stormous|2
2022-05-09|lockbit2|4
2022-05-09|ransomhouse|8
2022-05-07|lockbit2|2
2022-05-06|lockbit2|6
2022-05-06|kelvinsecurity|4
2022-05-05|blackbasta|4
2022-05-05|lockbit2|6
2022-05-05|lorenz|2
2022-05-05|mindware|26
2022-05-04|vicesociety|4
2022-05-04|blackbasta|2
2022-05-04|hive|1
2022-05-04|hiveleak|1
2022-05-04|lorenz|2
2022-05-04|lockbit2|6
2022-05-04|conti|2
2022-05-03|alphv|2
2022-05-03|vicesociety|2
2022-05-03|revil|2
2022-05-03|kelvinsecurity|6
2022-05-03|lockbit2|2
2022-05-02|blackbasta|6
2022-05-02|lockbit2|8
2022-05-02|everest|2
2022-05-02|blackbyte|6
2022-05-02|lv|2
2022-05-01|lockbit2|10
2022-05-01|everest|2
2022-05-01|alphv|1
2022-04-30|alphv|3
2022-04-30|lockbit2|10
2022-04-29|quantum|12
2022-04-29|lockbit2|8
2022-04-29|alphv|1
2022-04-29|onyx|14
2022-04-29|hive|1
2022-04-29|hiveleak|1
2022-04-29|vicesociety|14
2022-04-29|lv|2
2022-04-28|alphv|1
2022-04-28|conti|2
2022-04-28|vicesociety|10
2022-04-28|quantum|2
2022-04-28|blackbasta|2
2022-04-28|lockbit2|4
2022-04-28|hive|1
2022-04-28|hiveleak|1
